Day,series-1,series-2,series-3,series-4,series-5,series-6,series-7,series-8,series-9,series-10,series-11,series-12,series-13,series-14,series-15,series-16,series-17,series-18,series-19,series-20,series-21,series-22,series-23,series-24,series-25,series-26,series-27,series-28,series-29,series-30,series-31,series-32,series-33,series-34,series-35,series-36,series-37,series-38,series-39,series-40,series-41,series-42,series-43,series-44,series-45
2015-10-05,5223,6648,133090,7613,4727,1938779,54772,18816,136406,131712,77658,50487,101019,148233,96946,24646,59800,31965,8666,51563,355833,22855,9625,70956,243416,50364,28500,20955,43903,50793,29982,49404,75147,96231,34733,742,4593,2242,2743,1629,21611,2442,21665,17242,1980
2015-10-06,5183,7931,136174,7644,5421,1990751,58691,28328,160000,141210,76624,49177,105101,114083,93572,41481,57704,27012,9175,45803,333341,20185,9752,74366,166769,47800,20682,22326,40980,49000,21214,48897,67320,88679,37644,655,5181,2586,3122,1835,20466,2062,24134,16009,1902
2015-10-07,5007,7476,133818,7620,5019,1933178,57007,25370,168015,142934,79446,49020,102138,112724,98791,30304,56995,26013,9048,53429,309110,20358,9688,70680,177785,57602,22881,19505,45072,50355,18272,49021,79515,104509,35231,625,5751,2477,3241,1926,20161,2140,23837,16115,1918
2015-10-08,4762,8211,130796,6889,5022,1895577,53315,19172,172191,170094,80612,47900,99619,112312,94370,22889,53182,25497,8406,48957,308763,18105,9690,61687,141257,52130,22813,20052,40224,50627,19800,73027,70885,132660,34280,697,6154,2457,3818,1940,20517,2844,24527,17151,1609
2015-10-09,4703,8226,122774,6323,4715,1794410,43591,19784,152804,194439,75139,45614,99359,109923,88916,23325,49885,21633,8518,43967,316217,18211,8909,61044,153887,47346,19216,17688,50877,53560,16747,65717,76208,124125,38075,625,5623,2980,3087,2079,21784,3523,28780,19391,1764
2015-10-10,4710,7814,86595,6000,4366,1689316,41094,17619,117223,106183,77355,47606,101393,102946,91251,49349,47688,28182,8175,72622,292435,22952,6715,63220,174765,70415,21016,17834,60144,58360,20501,63310,72358,130724,36776,456,5193,2924,2179,1795,24314,3092,22885,20211,1808
2015-10-11,4165,7658,93578,5809,4133,1717281,43578,17927,168631,125040,91479,51215,110026,119444,104531,32527,68900,24948,9233,62348,324984,23440,9679,73232,161988,88595,22330,21511,62468,76010,24599,55646,74972,141869,38499,430,4299,2060,1856,869,25702,3367,23139,24095,1947
2015-10-12,5046,9136,133421,6730,4968,1902411,54689,24359,363651,199962,87068,47694,109601,113669,93828,24386,56567,21321,8535,60050,420024,20131,10403,85476,146713,62836,27698,19635,49997,69962,23283,55374,74288,123738,45456,672,7267,2591,3524,1748,20028,2493,21535,22886,2011
2015-10-13,4660,8263,135101,7175,4609,1941388,59060,23258,312922,195861,86053,49258,106051,113158,93339,39100,55712,22544,9041,47804,324473,17013,10307,83302,155063,58332,21910,17630,43384,70980,16532,46697,58642,117640,46603,554,5142,2431,3196,1877,20068,2311,24681,20796,1801
2015-10-14,4932,7004,137643,6364,4576,1933565,61238,23038,201763,276305,88346,45945,111893,124459,95443,27568,56849,40775,11320,46286,305509,15619,10676,70501,149675,63433,20074,18324,44068,73796,15290,40187,55325,100145,42281,616,5485,2343,3209,2005,28948,2612,28486,20203,1984
2015-10-15,5035,8102,137865,6127,4860,1889485,60246,19119,166509,145031,85470,44996,126302,114384,91839,24234,56820,33198,9354,43211,293763,15251,9362,60862,135115,67416,20117,17193,40256,55799,19215,40822,55171,88321,41184,586,5048,2365,3227,1950,22408,2631,25078,23579,1967
2015-10-16,4886,7291,118851,6212,4867,1796094,48628,18442,120735,107574,84200,46143,110840,108129,97067,34152,52394,27934,8706,41922,290460,16101,7955,59783,158079,57744,18753,15599,36563,49376,19461,47230,63731,89866,48237,483,4533,2248,2916,1651,24374,3385,27908,25095,1786
2015-10-17,4317,5577,87199,5393,4137,1715246,40259,18271,82102,108324,78692,59076,107001,102497,87325,32457,48031,24677,8962,41319,318542,18866,6281,65021,141332,62829,18444,14242,41399,50766,22188,50169,88593,101072,44852,380,5229,3453,2060,2243,29892,3090,28881,23683,1940
2015-10-18,4326,5272,96818,5484,4381,1776686,48274,18958,127695,118123,89567,52646,130577,119922,100771,35988,63503,28501,10525,49005,319685,21278,6999,66048,153253,80688,22131,15953,46715,60816,19325,53103,76275,116376,53430,436,7675,5876,2222,4626,27688,3459,27545,22480,2176
2015-10-19,4791,6666,138513,8248,4821,1930530,57423,22065,134620,127614,85952,46808,124541,123091,100451,27813,60062,23886,9629,51618,304547,16566,9073,107458,164061,72662,25210,17077,40469,57053,17378,40787,62133,98009,73909,575,6193,2953,3183,2396,25387,2780,24729,22721,2417
2015-10-20,5005,5556,135505,6302,4369,1927939,62172,21362,141557,127955,90704,50397,117180,121327,121149,35742,58734,29186,9682,52936,293040,14143,9124,83909,134099,92771,20770,17033,43580,55328,17529,38519,59924,100958,59442,534,7551,4970,3376,4454,25594,2482,25755,22831,2308
2015-10-21,5779,6301,131687,6157,4711,1937411,63098,22007,139847,140284,93346,47823,112057,121505,111125,26527,55244,25319,9086,45969,254999,13659,9619,67130,144006,77908,19773,17924,45623,53179,17504,35686,63736,91556,57322,646,6658,3951,3339,3546,25426,2730,29735,23650,3538
2015-10-22,5048,7470,129723,5873,4659,1898188,60143,19646,129230,124910,92922,46113,108278,118266,102787,26929,55088,27703,10162,45506,264682,13473,9141,66298,151750,79667,20472,17843,42019,50608,24308,32768,95085,88265,58488,628,6715,3995,3514,3557,24460,3686,31702,22466,2164
2015-10-23,5167,7811,122168,6153,4497,1820638,51455,18109,97365,118219,85869,43413,100378,112519,101031,23240,51331,22357,9820,45643,296049,25090,15418,63324,162269,69106,18244,22189,39199,48809,18241,44980,71599,101357,211601,580,5928,3437,2911,2954,24326,4120,32877,21141,2113
2015-10-24,4537,7432,87848,5504,3980,1725824,41546,16850,77628,105927,106276,65627,98333,108263,96217,19145,46068,38598,9315,45619,328076,16338,12763,67194,173721,78166,19740,16384,51007,48758,18047,42999,72118,110030,92072,437,4578,2818,1932,1770,28378,3644,30651,21226,2413
2015-10-25,4885,7316,92492,5617,4381,1762559,46487,18015,92726,116734,125774,53739,120950,129057,109427,27780,57451,29657,11261,61196,423338,18665,10010,73608,180745,87882,29376,21051,52513,54856,18251,47346,67267,157498,112009,494,4508,2472,2323,1283,28256,3668,27753,22557,2424
2015-10-26,5116,8266,133404,6419,4867,1910092,56854,18726,120711,143251,129006,50909,116942,128488,104819,29614,58035,25990,9971,56996,320824,14913,11596,77270,156956,94394,22031,18449,46284,54482,15667,39587,56232,99714,131689,595,6177,3518,2831,2548,24172,2762,28018,20775,2359
2015-10-27,5390,7980,142038,6261,5336,1935443,61252,19465,132373,140497,120257,54935,110853,129921,94668,35177,56345,25904,9381,53829,257949,12818,10745,87889,164866,83647,20272,19188,44046,54581,19772,38884,475403,103716,144233,674,5378,2698,3383,2071,24025,3384,28497,19934,2246
2015-10-28,4999,7348,141258,6831,5332,1921476,59461,20923,128381,142195,111563,47771,108714,123484,97605,26006,59511,27915,9029,46431,243240,12627,10105,76243,194843,87189,20684,18773,42226,57326,17731,40880,110378,92386,92636,762,7255,4535,3472,3658,23396,3338,24610,19096,2224
2015-10-29,4960,7653,138609,6669,5479,1845455,54415,19041,111248,122822,104123,44716,102647,121739,95285,22741,58675,25323,9204,46073,253380,12973,10284,88314,153910,96105,19858,17955,39928,52556,23758,42661,111211,83131,143703,711,6555,3510,3073,2929,21484,5262,23308,19273,2082
2015-10-30,4379,6891,123565,6521,4386,1732488,39443,16644,78410,100303,95594,40474,95709,120921,87873,21056,52870,21467,10242,59239,260934,13203,8230,87422,160132,136038,21724,17147,41508,50960,22556,46266,97969,79002,571382,647,6811,4021,3406,3286,21701,3989,23760,18361,2140
2015-10-31,4119,7263,87381,6468,4981,1634554,32232,14649,58956,77091,95258,38192,87770,130674,79063,22527,100368,37769,10258,54292,263545,15234,6561,68019,168423,164078,18836,16546,45527,47977,21826,46111,78005,98066,446845,520,4348,2453,2497,1088,24081,4289,21750,20394,2383
2015-11-01,4094,7356,94215,5373,4305,1655951,35601,17786,65827,80851,92084,41255,102727,217821,86349,29954,72350,31704,10807,104311,345455,16587,7067,71945,179674,112483,24025,18446,61286,57833,20757,58260,133645,99216,184550,410,4789,2936,2357,1583,25642,4647,23717,19839,3973
2015-11-02,5153,5892,133163,6463,4868,1801015,47170,19967,94137,104422,96175,40519,107191,136982,82990,22562,62678,23676,9682,77773,356711,15198,9490,73662,159387,76466,27800,20523,49790,55303,21290,103390,94500,81942,100962,591,5043,2720,3231,1798,23231,3739,23191,17517,3915
2015-11-03,4524,7018,138616,6920,5306,1864265,54848,22650,121153,119214,95856,52393,100190,136440,80994,22550,65495,23627,9166,54738,286617,12267,9839,87875,161493,67801,24568,17359,57515,50703,22435,127535,80751,89099,58539,638,6628,2567,3374,1979,23256,3052,25011,17395,3423
2015-11-04,4839,9064,139229,7434,5142,1925477,60985,20280,129977,129439,101378,52408,101411,235930,85128,29144,60148,28546,11266,49438,270836,12214,11172,73942,143673,71289,23715,17667,48584,52705,16489,42900,107796,79246,43802,785,11608,1292,3410,1651,25526,3313,27446,17279,2753
2015-11-05,4708,8962,137011,6407,4719,1904016,62227,20588,124836,150145,98256,48012,99160,263058,85545,26504,55957,23841,13372,56775,345153,12522,10612,93018,166665,64072,22638,18811,44455,49422,25653,34652,86503,86999,38492,941,18122,2272,3470,1625,26818,4582,29908,17563,2954
2015-11-06,4868,8631,124700,7594,4921,1803919,49593,17490,104429,114048,93485,50961,94927,185203,87230,24312,52517,28653,10656,72141,355271,12609,8766,85024,159228,62701,20813,16016,41924,48039,24222,39302,71754,98728,216437,914,11582,1622,3224,1848,26963,5795,28801,17960,2936
2015-11-07,4531,8787,92051,7473,4685,1691274,36718,16401,84104,86293,92880,51304,104802,187265,87779,22267,57360,28917,11430,53102,312239,14507,6659,73772,172148,67059,23171,16354,49743,50514,20919,43281,118809,109465,85972,604,9720,1267,2298,924,105192,5309,24880,20019,3247
2015-11-08,4588,9435,101651,10778,4436,1768952,46305,17118,96332,106580,110006,52243,109675,174162,101214,24136,64225,29257,12478,54382,357933,15684,7507,75453,207775,74721,26890,21061,66249,59376,22091,47081,122109,131356,63199,672,9709,1548,2272,1396,60738,5008,25276,22446,4833
2015-11-09,5007,9447,141295,7829,5142,1912962,59152,22640,122909,127914,98693,47153,107554,220543,92503,28399,62436,26963,10423,54322,353350,12740,10376,79067,175787,69152,23998,17044,48563,50631,17644,36071,77228,106217,43788,960,11820,1554,3545,1789,44539,3951,31696,21987,4387
2015-11-10,5070,9151,145187,7177,4845,1936722,62605,28364,130697,132933,95940,49364,107845,266001,91587,29793,59753,27144,10247,52830,337529,11095,12996,78893,162473,62484,20880,15309,71717,48891,16790,36920,76107,108579,38476,995,9976,1419,3386,1766,31867,3993,32873,20680,3720
2015-11-11,4738,8328,133952,6316,4383,1932524,64067,25747,126185,134190,99517,48106,105030,315062,96579,24313,60318,25506,9820,50383,339380,11295,12364,71255,162610,68478,29137,18693,63585,59301,15979,31825,86783,90491,31025,962,10859,1388,3295,1701,32402,3578,31755,18009,3211
2015-11-12,5220,9039,137536,6957,4787,1870600,60306,23661,122340,152680,94641,50310,120981,358281,101028,23957,60677,26632,9728,53564,309033,11094,10417,73459,151234,58225,22371,17501,56862,50110,20040,37569,164898,158184,28355,1011,10396,1454,3662,1650,29441,4724,30957,17383,3628
2015-11-13,4632,8640,124495,7231,4511,1763090,47173,22226,131800,157114,101874,53816,103651,243595,91184,21760,56861,26337,9442,52330,293544,10685,10685,80368,142841,63246,19527,16516,58316,49342,41354,43064,344492,120985,27928,840,10852,1353,3276,1783,27366,4454,27020,19044,3714
2015-11-14,5045,8550,99832,5579,4168,1639515,32956,18679,85919,151648,111939,52492,122421,159181,93778,31172,55637,21155,11113,43604,272917,12145,8287,60840,144456,60354,16991,15156,349160,61228,37214,52320,198029,120621,33789,673,10178,1720,2287,1479,32545,4397,25059,17335,3625
2015-11-15,5167,9162,108325,8544,4574,1683205,37887,20396,82357,104019,131720,55467,129682,154697,115509,40012,84451,27587,11219,70835,322157,13251,8302,73805,170361,64834,25693,18248,385076,72617,20664,47624,127337,113323,29905,632,9624,1380,2297,1208,34972,4745,25615,18508,5049
2015-11-16,4888,9122,143744,6175,4879,1811339,49483,19782,105013,124115,121060,52641,116107,147606,97937,36200,72619,24519,10268,56170,326561,11079,10223,72296,162048,77284,21309,17438,284201,70650,20743,37734,92968,94221,24238,837,11251,1215,3546,1571,28703,4434,27922,16018,5729
2015-11-17,5239,10527,152695,6609,4821,1853685,56501,20941,115799,173397,111907,51571,124343,168930,111634,27851,77966,25895,11091,52499,332096,12435,10294,69280,165900,59245,21392,17267,1984252,65712,18520,45472,72517,102629,23065,898,10502,1268,3255,1845,29362,4213,38433,15698,5228
2015-11-18,5288,11858,151268,9450,5024,1876484,60727,20620,117996,217108,113085,49341,121790,138213,101490,25613,73011,26270,9821,48449,322840,15283,11874,65235,142958,53466,22361,18501,159286,60182,19372,40334,70666,96762,22589,1414,10947,1818,4059,1817,28039,3701,53290,14504,3443
2015-11-19,5066,12050,144433,6403,5004,1813866,57729,19317,110887,131688,110866,49230,114230,134051,100140,28787,70416,24126,9338,51068,292503,12427,12535,72014,153056,55349,24227,17494,137334,55219,20888,33376,84415,98111,20454,1048,10292,1444,3542,1617,26595,11340,39754,14416,2969
2015-11-20,4889,10342,137576,6270,4886,1718214,44984,17851,84206,113721,110253,55872,108596,128095,101328,26556,65181,23450,9434,49666,274849,11119,33932,78952,177357,52535,21444,14852,109488,55415,16444,33809,67479,98458,20475,949,8966,1318,3269,1527,26934,6620,33584,16839,2805
2015-11-21,4677,10390,103749,5482,4249,1626463,36957,14774,68447,94794,128735,51358,107923,122232,100635,25631,59301,29616,10291,55802,282940,12037,55944,65633,207373,61327,22508,16482,107918,53222,19970,38892,75920,102952,27755,614,8601,1038,2017,773,31237,5272,31153,19762,3376
2015-11-22,4608,11854,97899,5764,4920,1688975,43984,15474,82957,124545,141225,56769,123384,137197,110102,29749,71928,30081,29510,63496,307146,13091,53738,78553,201152,74889,28595,18358,121570,61267,23225,50543,74242,110679,22470,616,9721,970,2264,721,32939,4666,28793,20157,4725
2015-11-23,5385,12532,134988,5902,5257,1832412,54381,18743,109827,130536,123968,54389,114715,128949,102687,28922,71680,24686,16869,59641,300010,10626,43805,132925,187952,76100,25092,16772,96015,54067,21780,45714,72190,116905,25163,828,9096,1168,3237,1521,29387,4101,28550,17477,4980
2015-11-24,5349,13381,139312,5999,4855,1903117,60368,18132,118182,127738,111083,55349,107054,128301,105764,35191,73675,24947,11121,55200,272789,9348,31855,97844,170169,253954,25800,26960,84833,54239,15576,60427,65469,97427,20995,969,12623,1642,3338,2060,29492,3692,35197,15688,3130
2015-11-25,5346,13110,125983,6420,4925,1862790,61044,20545,116168,128732,106430,50065,106318,129435,105858,26177,75788,24703,10929,53186,262797,9489,28015,71818,153245,79393,25172,23856,78357,56407,16381,34845,53183,96953,18666,899,12340,2026,3388,2140,31244,3160,37623,21958,2668
2015-11-26,5679,11817,176105,6554,4872,1830743,51778,19467,103771,118515,104855,49042,103300,131683,110088,21776,75009,24209,10339,47244,260067,9721,23120,70995,149858,83058,26359,19534,71384,51946,15647,31890,48823,93274,29267,1035,11842,1458,3775,1411,29797,3155,32022,16944,2295
2015-11-27,5582,11349,115393,6241,4906,1972495,44517,15562,80006,96628,101125,46381,96621,124915,97450,23571,83622,32265,10297,45505,272847,10180,22284,99710,155459,81555,24022,15664,78335,56861,14452,31876,51547,108499,17025,751,11216,1265,2779,1242,28486,2812,31983,16699,2162
2015-11-28,5533,11147,89564,5646,4344,1622148,43587,17112,75365,89707,113307,62737,95317,170352,103912,32628,69381,44385,12225,52464,264699,13690,23913,78034,168094,92665,27472,15386,91340,51531,20201,36923,69798,199894,21108,739,12541,1025,2199,761,32045,5862,30387,20152,2959
2015-11-29,6015,11774,100912,6462,4738,1638623,42407,21696,95829,105583,127923,61963,105135,136327,120299,29438,81381,42787,109277,67846,303256,19507,26080,84282,189359,136399,37092,18622,100349,60749,18486,38035,58951,233410,19517,643,10338,1036,2660,911,34762,5036,31318,20100,4603
2015-11-30,5899,11960,135461,6688,5181,1734553,49888,18054,108807,121068,113705,56922,115942,138167,105050,24248,89297,30492,38807,58318,766321,15960,23975,94437,197024,150061,29799,16398,66664,55416,14922,28409,55690,113718,15187,805,8193,1085,2937,1492,31494,4314,31054,17247,3745
2015-12-01,6505,10546,141093,6416,5377,1755665,52118,19262,102808,107912,192997,52590,108285,120920,116277,23858,83945,27640,16052,54252,323670,14348,21715,79795,184900,96885,26973,15991,74001,53961,14366,27348,54707,99213,14901,1010,10566,1452,3686,1799,34460,3104,36135,17172,3280
2015-12-02,6085,11006,137402,6549,5374,1807932,52426,16574,98267,103179,107443,51392,108064,121622,112486,30984,82456,34796,14112,53084,263767,15034,20529,72559,180848,86857,27748,20673,66999,55586,20786,78333,62489,124382,16178,1355,16004,1539,3655,1919,35359,2742,38933,16391,2950
2015-12-03,5294,10627,134738,6991,5010,1720474,50074,19874,92324,98582,116267,47264,106473,119706,112026,25748,74713,91634,16586,54700,277674,14463,19060,71760,181685,78556,31060,17219,55060,57583,15588,38074,56299,104366,16539,1193,21716,1268,4307,1730,33488,2669,37901,15846,2565
2015-12-04,4491,10280,119201,6070,5051,1621947,42925,17163,94301,85021,104024,47035,98276,117358,104942,26259,68986,30526,13205,57884,265649,14494,18456,85733,173243,70165,25375,15125,57043,48335,14453,36093,58284,102311,16066,1191,42925,2410,3601,2724,31795,2606,36922,16092,2416
2015-12-05,4166,10413,86673,5757,4636,1538369,28983,15054,54201,69674,118819,48869,97354,136331,105004,19650,64889,30390,11690,59937,260186,18588,16775,75922,195784,70555,25293,14900,57621,49027,20825,37798,59082,109772,17762,703,35778,1171,2357,1186,34981,2992,31428,19962,3105
2015-12-06,3859,10583,90964,6295,4975,1579787,38404,16106,66384,81539,134071,58365,109525,160059,119938,35941,79159,63300,12820,77350,338403,16931,18512,84057,208524,188655,33001,16543,62779,59697,18744,38714,69544,105788,16781,873,39127,1297,2454,1222,40075,4131,32022,19801,4498
2015-12-07,4545,11709,140100,18034,7399,1728250,39496,17612,99351,92388,127318,59906,119513,142957,111800,27403,77649,31518,11540,59122,321249,15225,20178,87470,193155,221461,28316,15833,57231,67620,17459,34596,59693,91753,14449,843,33665,1058,3144,1836,32984,2780,31965,17496,3891
2015-12-08,4849,11110,134778,6942,5653,1704326,54568,17196,95440,94620,114386,53361,104781,125036,111930,29161,77311,32001,11060,55669,287643,13963,19536,75474,183060,129496,31709,15900,52733,55374,15634,32717,65709,95401,15459,1112,33227,1366,3613,1888,31705,2344,35503,17214,3349
2015-12-09,4547,10195,129162,6628,5077,1701165,47320,19031,102473,94822,105363,56680,104752,123396,112846,25062,73475,30491,11145,52931,271276,13187,18692,70662,173980,114419,33923,16705,53080,54192,17382,34780,50618,97213,16472,1582,44631,2146,4267,2078,32706,2767,38659,16744,2667
